"date","epu_index","Tema 0","Tema 1","Tema 2","Tema 3","Tema 4","Tema 5","Tema 6","Tema 7","Tema 8"
"10-2010",22,0,0,0,0,6,7,0,0,9
"11-2010",21,0,0,0,0,4,5,0,0,12
"12-2010",17,0,0,0,0,3,6,0,0,8
"1-2011",11,0,0,0,0,3,3,0,0,5
"2-2011",19,0,0,0,0,3,9,0,0,7
"3-2011",33,0,0,0,0,2,10,0,0,21
"4-2011",20,0,0,0,0,1,12,0,0,7
"5-2011",20,0,0,0,0,2,6,0,0,12
"6-2011",42,0,0,0,0,15,10,0,0,17
"7-2011",54,0,0,0,0,6,15,0,0,33
"8-2011",67,0,0,0,0,8,16,0,0,43
"9-2011",50,0,0,0,0,2,12,0,0,36
"10-2011",47,0,0,0,0,5,11,0,0,31
"11-2011",54,0,0,0,0,10,20,0,0,24
"12-2011",53,0,0,0,0,13,11,0,0,29
"1-2012",33,0,0,0,0,6,11,0,0,16
"2-2012",33,0,0,0,0,7,9,0,0,17
"3-2012",29,0,0,0,0,2,14,0,0,13
"4-2012",39,0,0,0,0,4,17,0,0,18
"5-2012",43,0,0,0,0,4,18,0,0,21
"6-2012",72,0,0,0,0,12,28,0,0,32
"7-2012",47,0,0,0,0,10,14,0,0,23
"8-2012",49,0,0,0,0,4,18,0,0,27
"9-2012",38,0,0,0,0,7,14,0,0,17
"10-2012",47,0,0,0,0,12,20,0,0,15
"11-2012",39,0,0,0,0,12,14,0,0,13
"12-2012",41,0,0,0,0,7,27,0,0,7
"1-2013",52,0,0,0,0,11,21,0,0,20
"2-2013",22,0,0,0,0,9,8,0,0,5
"3-2013",31,0,0,0,0,10,12,0,0,9
"4-2013",24,0,0,0,0,7,6,0,0,11
"5-2013",29,0,0,0,0,4,13,0,0,12
"6-2013",27,0,0,0,0,5,7,0,0,15
"7-2013",33,0,0,0,0,5,16,0,0,12
"8-2013",23,0,0,0,0,4,12,0,0,7
"9-2013",26,0,0,0,0,4,9,0,0,13
"10-2013",33,0,0,0,0,6,12,0,0,15
"11-2013",33,0,0,0,0,6,20,0,0,7
"12-2013",32,0,0,0,0,10,16,0,0,6
"1-2014",28,0,0,0,0,2,18,0,0,8
"2-2014",22,0,0,0,0,4,9,0,0,9
"3-2014",22,0,0,0,0,2,11,0,0,9
"4-2014",30,0,0,0,0,5,13,0,0,12
"5-2014",21,0,0,0,0,7,11,0,0,3
"6-2014",29,0,0,0,0,5,13,0,0,11
"7-2014",26,0,0,0,0,6,10,0,0,10
"8-2014",32,0,0,0,0,6,12,0,0,14
"9-2014",37,0,0,0,0,16,9,0,0,12
"10-2014",29,0,0,0,0,11,7,0,0,11
"11-2014",33,0,0,0,0,12,15,0,0,6
"12-2014",37,0,0,0,0,6,16,0,0,15
"1-2015",36,0,0,0,0,9,14,0,0,13
"2-2015",29,0,0,0,0,3,16,0,0,10
"3-2015",36,0,0,0,0,8,18,0,0,10
"4-2015",34,0,0,0,0,7,15,0,0,12
"5-2015",21,0,0,0,0,6,6,0,0,9
"6-2015",33,0,0,0,0,3,19,0,0,11
"7-2015",37,0,0,0,0,4,20,0,0,13
"8-2015",38,0,0,0,0,5,21,0,0,12
"9-2015",54,0,0,0,0,6,25,0,0,23
"10-2015",37,0,0,0,0,6,14,0,0,17
"11-2015",26,0,0,0,0,7,9,0,0,10
"12-2015",43,0,0,0,0,8,22,0,0,13
"1-2016",25,0,0,0,0,7,6,0,0,12
"2-2016",35,0,0,0,0,5,14,0,0,16
"3-2016",27,0,0,0,0,6,10,0,0,11
"4-2016",29,0,0,0,0,7,11,0,0,11
"5-2016",28,0,0,0,0,9,13,0,0,6
"6-2016",49,0,0,0,0,21,14,0,0,14
"7-2016",48,0,0,0,0,12,16,0,0,20
"8-2016",36,0,0,0,0,9,11,0,0,16
"9-2016",32,0,0,0,0,9,15,0,0,8
"10-2016",33,0,0,0,0,10,14,0,0,9
"11-2016",39,0,0,0,0,18,10,0,0,11
"12-2016",57,0,0,0,0,22,22,0,0,13
"1-2017",58,0,0,0,0,20,20,0,0,18
"2-2017",44,0,0,0,0,16,17,0,0,11
"3-2017",32,0,0,0,0,8,15,0,0,9
"4-2017",22,0,0,0,0,9,9,0,0,4
"5-2017",48,0,0,0,0,14,26,0,0,8
"6-2017",32,0,0,0,0,4,17,0,0,11
"7-2017",29,0,0,0,0,7,15,0,0,7
"8-2017",30,0,0,0,0,8,16,0,0,6
"9-2017",38,0,0,0,0,15,17,0,0,6
"10-2017",26,0,0,0,0,11,12,0,0,3
"11-2017",25,0,0,0,0,6,14,0,0,5
"12-2017",34,0,0,0,0,16,14,0,0,4
"1-2018",39,0,0,0,0,16,15,0,0,8
"2-2018",24,0,0,0,0,6,8,0,0,10
"3-2018",27,0,0,0,0,10,11,0,0,6
"4-2018",16,0,0,0,0,4,8,0,0,4
"5-2018",42,0,0,0,0,13,14,0,0,15
"6-2018",34,0,0,0,0,6,14,0,0,14
"7-2018",42,0,0,0,0,14,17,0,0,11
"8-2018",24,0,0,0,0,7,10,0,0,7
"9-2018",35,0,0,0,0,11,9,0,0,15
